Hour_Counter,2-hr,4-hr,8-hr,12-hr,24-hr,48-hr,120-hr
4426,2213,1107,554,369,185,93,37
4427,2214,1107,554,369,185,93,37
4428,2214,1107,554,369,185,93,37
4429,2215,1108,554,370,185,93,37
4430,2215,1108,554,370,185,93,37
4431,2216,1108,554,370,185,93,37
4432,2216,1108,554,370,185,93,37
4433,2217,1109,555,370,185,93,37
4434,2217,1109,555,370,185,93,37
4435,2218,1109,555,370,185,93,37
4436,2218,1109,555,370,185,93,37
4437,2219,1110,555,370,185,93,37
4438,2219,1110,555,370,185,93,37
4439,2220,1110,555,370,185,93,37
4440,2220,1110,555,370,185,93,37
4441,2221,1111,556,371,186,93,38
4442,2221,1111,556,371,186,93,38
4443,2222,1111,556,371,186,93,38
4444,2222,1111,556,371,186,93,38
4445,2223,1112,556,371,186,93,38
4446,2223,1112,556,371,186,93,38
4447,2224,1112,556,371,186,93,38
4448,2224,1112,556,371,186,93,38
4449,2225,1113,557,371,186,93,38
4450,2225,1113,557,371,186,93,38
4451,2226,1113,557,371,186,93,38
4452,2226,1113,557,371,186,93,38
4453,2227,1114,557,372,186,93,38
4454,2227,1114,557,372,186,93,38
4455,2228,1114,557,372,186,93,38
4456,2228,1114,557,372,186,93,38
4457,2229,1115,558,372,186,93,38
4458,2229,1115,558,372,186,93,38
4459,2230,1115,558,372,186,93,38
4460,2230,1115,558,372,186,93,38
4461,2231,1116,558,372,186,93,38
4462,2231,1116,558,372,186,93,38
4463,2232,1116,558,372,186,93,38
4464,2232,1116,558,372,186,93,38
4465,2233,1117,559,373,187,94,38
4466,2233,1117,559,373,187,94,38
4467,2234,1117,559,373,187,94,38
4468,2234,1117,559,373,187,94,38
4469,2235,1118,559,373,187,94,38
4470,2235,1118,559,373,187,94,38
4471,2236,1118,559,373,187,94,38
4472,2236,1118,559,373,187,94,38
4473,2237,1119,560,373,187,94,38
4474,2237,1119,560,373,187,94,38
4475,2238,1119,560,373,187,94,38
4476,2238,1119,560,373,187,94,38
4477,2239,1120,560,374,187,94,38
4478,2239,1120,560,374,187,94,38
4479,2240,1120,560,374,187,94,38
4480,2240,1120,560,374,187,94,38
4481,2241,1121,561,374,187,94,38
4482,2241,1121,561,374,187,94,38
4483,2242,1121,561,374,187,94,38
4484,2242,1121,561,374,187,94,38
4485,2243,1122,561,374,187,94,38
4486,2243,1122,561,374,187,94,38
4487,2244,1122,561,374,187,94,38
4488,2244,1122,561,374,187,94,38
4489,2245,1123,562,375,188,94,38
4490,2245,1123,562,375,188,94,38
4491,2246,1123,562,375,188,94,38
4492,2246,1123,562,375,188,94,38
4493,2247,1124,562,375,188,94,38
4494,2247,1124,562,375,188,94,38
4495,2248,1124,562,375,188,94,38
4496,2248,1124,562,375,188,94,38
4497,2249,1125,563,375,188,94,38
4498,2249,1125,563,375,188,94,38
4499,2250,1125,563,375,188,94,38
4500,2250,1125,563,375,188,94,38
4501,2251,1126,563,376,188,94,38
4502,2251,1126,563,376,188,94,38
4503,2252,1126,563,376,188,94,38
4504,2252,1126,563,376,188,94,38
4505,2253,1127,564,376,188,94,38
4506,2253,1127,564,376,188,94,38
4507,2254,1127,564,376,188,94,38
4508,2254,1127,564,376,188,94,38
4509,2255,1128,564,376,188,94,38
4510,2255,1128,564,376,188,94,38
4511,2256,1128,564,376,188,94,38
4512,2256,1128,564,376,188,94,38
4513,2257,1129,565,377,189,95,38
4514,2257,1129,565,377,189,95,38
4515,2258,1129,565,377,189,95,38
4516,2258,1129,565,377,189,95,38
4517,2259,1130,565,377,189,95,38
4518,2259,1130,565,377,189,95,38
4519,2260,1130,565,377,189,95,38
4520,2260,1130,565,377,189,95,38
4521,2261,1131,566,377,189,95,38
4522,2261,1131,566,377,189,95,38
4523,2262,1131,566,377,189,95,38
4524,2262,1131,566,377,189,95,38
4525,2263,1132,566,378,189,95,38
4526,2263,1132,566,378,189,95,38
4527,2264,1132,566,378,189,95,38
4528,2264,1132,566,378,189,95,38
4529,2265,1133,567,378,189,95,38
4530,2265,1133,567,378,189,95,38
4531,2266,1133,567,378,189,95,38
4532,2266,1133,567,378,189,95,38
4533,2267,1134,567,378,189,95,38
4534,2267,1134,567,378,189,95,38
4535,2268,1134,567,378,189,95,38
4536,2268,1134,567,378,189,95,38
4537,2269,1135,568,379,190,95,38
4538,2269,1135,568,379,190,95,38
4539,2270,1135,568,379,190,95,38
4540,2270,1135,568,379,190,95,38
4541,2271,1136,568,379,190,95,38
4542,2271,1136,568,379,190,95,38
4543,2272,1136,568,379,190,95,38
4544,2272,1136,568,379,190,95,38
4545,2273,1137,569,379,190,95,38
4546,2273,1137,569,379,190,95,38
4547,2274,1137,569,379,190,95,38
4548,2274,1137,569,379,190,95,38
4549,2275,1138,569,380,190,95,38
4550,2275,1138,569,380,190,95,38
4551,2276,1138,569,380,190,95,38
4552,2276,1138,569,380,190,95,38
4553,2277,1139,570,380,190,95,38
4554,2277,1139,570,380,190,95,38
4555,2278,1139,570,380,190,95,38
4556,2278,1139,570,380,190,95,38
4557,2279,1140,570,380,190,95,38
4558,2279,1140,570,380,190,95,38
4559,2280,1140,570,380,190,95,38
4560,2280,1140,570,380,190,95,38
4561,2281,1141,571,381,191,96,39
4562,2281,1141,571,381,191,96,39
4563,2282,1141,571,381,191,96,39
4564,2282,1141,571,381,191,96,39
4565,2283,1142,571,381,191,96,39
4566,2283,1142,571,381,191,96,39
4567,2284,1142,571,381,191,96,39
4568,2284,1142,571,381,191,96,39
4569,2285,1143,572,381,191,96,39
4570,2285,1143,572,381,191,96,39
4571,2286,1143,572,381,191,96,39
4572,2286,1143,572,381,191,96,39
4573,2287,1144,572,382,191,96,39
4574,2287,1144,572,382,191,96,39
4575,2288,1144,572,382,191,96,39
4576,2288,1144,572,382,191,96,39
4577,2289,1145,573,382,191,96,39
4578,2289,1145,573,382,191,96,39
4579,2290,1145,573,382,191,96,39
4580,2290,1145,573,382,191,96,39
4581,2291,1146,573,382,191,96,39
4582,2291,1146,573,382,191,96,39
4583,2292,1146,573,382,191,96,39
4584,2292,1146,573,382,191,96,39
4585,2293,1147,574,383,192,96,39
4586,2293,1147,574,383,192,96,39
4587,2294,1147,574,383,192,96,39
4588,2294,1147,574,383,192,96,39
4589,2295,1148,574,383,192,96,39
4590,2295,1148,574,383,192,96,39
4591,2296,1148,574,383,192,96,39
4592,2296,1148,574,383,192,96,39
4593,2297,1149,575,383,192,96,39
4594,2297,1149,575,383,192,96,39
4595,2298,1149,575,383,192,96,39
4596,2298,1149,575,383,192,96,39
4597,2299,1150,575,384,192,96,39
4598,2299,1150,575,384,192,96,39
4599,2300,1150,575,384,192,96,39
4600,2300,1150,575,384,192,96,39
4601,2301,1151,576,384,192,96,39
4602,2301,1151,576,384,192,96,39
4603,2302,1151,576,384,192,96,39
4604,2302,1151,576,384,192,96,39
4605,2303,1152,576,384,192,96,39
4606,2303,1152,576,384,192,96,39
4607,2304,1152,576,384,192,96,39
4608,2304,1152,576,384,192,96,39
4609,2305,1153,577,385,193,97,39
4610,2305,1153,577,385,193,97,39
4611,2306,1153,577,385,193,97,39
4612,2306,1153,577,385,193,97,39
4613,2307,1154,577,385,193,97,39
4614,2307,1154,577,385,193,97,39
4615,2308,1154,577,385,193,97,39
4616,2308,1154,577,385,193,97,39
4617,2309,1155,578,385,193,97,39
4618,2309,1155,578,385,193,97,39
4619,2310,1155,578,385,193,97,39
4620,2310,1155,578,385,193,97,39
4621,2311,1156,578,386,193,97,39
4622,2311,1156,578,386,193,97,39
4623,2312,1156,578,386,193,97,39
4624,2312,1156,578,386,193,97,39
4625,2313,1157,579,386,193,97,39
4626,2313,1157,579,386,193,97,39
4627,2314,1157,579,386,193,97,39
4628,2314,1157,579,386,193,97,39
4629,2315,1158,579,386,193,97,39
4630,2315,1158,579,386,193,97,39
4631,2316,1158,579,386,193,97,39
4632,2316,1158,579,386,193,97,39
4633,2317,1159,580,387,194,97,39
4634,2317,1159,580,387,194,97,39
4635,2318,1159,580,387,194,97,39
4636,2318,1159,580,387,194,97,39
4637,2319,1160,580,387,194,97,39
4638,2319,1160,580,387,194,97,39
4639,2320,1160,580,387,194,97,39
4640,2320,1160,580,387,194,97,39
4641,2321,1161,581,387,194,97,39
4642,2321,1161,581,387,194,97,39
4643,2322,1161,581,387,194,97,39
4644,2322,1161,581,387,194,97,39
4645,2323,1162,581,388,194,97,39
4646,2323,1162,581,388,194,97,39
4647,2324,1162,581,388,194,97,39
4648,2324,1162,581,388,194,97,39
4649,2325,1163,582,388,194,97,39
4650,2325,1163,582,388,194,97,39
4651,2326,1163,582,388,194,97,39
4652,2326,1163,582,388,194,97,39
4653,2327,1164,582,388,194,97,39
4654,2327,1164,582,388,194,97,39
4655,2328,1164,582,388,194,97,39
4656,2328,1164,582,388,194,97,39
4657,2329,1165,583,389,195,98,39
4658,2329,1165,583,389,195,98,39
4659,2330,1165,583,389,195,98,39
4660,2330,1165,583,389,195,98,39
4661,2331,1166,583,389,195,98,39
4662,2331,1166,583,389,195,98,39
4663,2332,1166,583,389,195,98,39
4664,2332,1166,583,389,195,98,39
4665,2333,1167,584,389,195,98,39
4666,2333,1167,584,389,195,98,39
4667,2334,1167,584,389,195,98,39
4668,2334,1167,584,389,195,98,39
4669,2335,1168,584,390,195,98,39
4670,2335,1168,584,390,195,98,39
4671,2336,1168,584,390,195,98,39
4672,2336,1168,584,390,195,98,39
4673,2337,1169,585,390,195,98,39
4674,2337,1169,585,390,195,98,39
4675,2338,1169,585,390,195,98,39
4676,2338,1169,585,390,195,98,39
4677,2339,1170,585,390,195,98,39
4678,2339,1170,585,390,195,98,39
4679,2340,1170,585,390,195,98,39
4680,2340,1170,585,390,195,98,39
4681,2341,1171,586,391,196,98,40
4682,2341,1171,586,391,196,98,40
4683,2342,1171,586,391,196,98,40
4684,2342,1171,586,391,196,98,40
4685,2343,1172,586,391,196,98,40
4686,2343,1172,586,391,196,98,40
4687,2344,1172,586,391,196,98,40
4688,2344,1172,586,391,196,98,40
4689,2345,1173,587,391,196,98,40
4690,2345,1173,587,391,196,98,40
4691,2346,1173,587,391,196,98,40
4692,2346,1173,587,391,196,98,40
4693,2347,1174,587,392,196,98,40
4694,2347,1174,587,392,196,98,40
4695,2348,1174,587,392,196,98,40
4696,2348,1174,587,392,196,98,40
4697,2349,1175,588,392,196,98,40
4698,2349,1175,588,392,196,98,40
4699,2350,1175,588,392,196,98,40
4700,2350,1175,588,392,196,98,40
4701,2351,1176,588,392,196,98,40
4702,2351,1176,588,392,196,98,40
4703,2352,1176,588,392,196,98,40
4704,2352,1176,588,392,196,98,40
4705,2353,1177,589,393,197,99,40
4706,2353,1177,589,393,197,99,40
4707,2354,1177,589,393,197,99,40
4708,2354,1177,589,393,197,99,40
4709,2355,1178,589,393,197,99,40
4710,2355,1178,589,393,197,99,40
4711,2356,1178,589,393,197,99,40
4712,2356,1178,589,393,197,99,40
4713,2357,1179,590,393,197,99,40
4714,2357,1179,590,393,197,99,40
4715,2358,1179,590,393,197,99,40
4716,2358,1179,590,393,197,99,40
4717,2359,1180,590,394,197,99,40
4718,2359,1180,590,394,197,99,40
4719,2360,1180,590,394,197,99,40
4720,2360,1180,590,394,197,99,40
4721,2361,1181,591,394,197,99,40
4722,2361,1181,591,394,197,99,40
4723,2362,1181,591,394,197,99,40
4724,2362,1181,591,394,197,99,40
4725,2363,1182,591,394,197,99,40
4726,2363,1182,591,394,197,99,40
4727,2364,1182,591,394,197,99,40
4728,2364,1182,591,394,197,99,40
4729,2365,1183,592,395,198,99,40
4730,2365,1183,592,395,198,99,40
4731,2366,1183,592,395,198,99,40
4732,2366,1183,592,395,198,99,40
4733,2367,1184,592,395,198,99,40
4734,2367,1184,592,395,198,99,40
4735,2368,1184,592,395,198,99,40
4736,2368,1184,592,395,198,99,40
4737,2369,1185,593,395,198,99,40
4738,2369,1185,593,395,198,99,40
4739,2370,1185,593,395,198,99,40
4740,2370,1185,593,395,198,99,40
4741,2371,1186,593,396,198,99,40
4742,2371,1186,593,396,198,99,40
4743,2372,1186,593,396,198,99,40
4744,2372,1186,593,396,198,99,40
4745,2373,1187,594,396,198,99,40
4746,2373,1187,594,396,198,99,40
4747,2374,1187,594,396,198,99,40
4748,2374,1187,594,396,198,99,40
4749,2375,1188,594,396,198,99,40
4750,2375,1188,594,396,198,99,40
4751,2376,1188,594,396,198,99,40
4752,2376,1188,594,396,198,99,40
4753,2377,1189,595,397,199,100,40
4754,2377,1189,595,397,199,100,40
4755,2378,1189,595,397,199,100,40
4756,2378,1189,595,397,199,100,40
4757,2379,1190,595,397,199,100,40
4758,2379,1190,595,397,199,100,40
4759,2380,1190,595,397,199,100,40
4760,2380,1190,595,397,199,100,40
4761,2381,1191,596,397,199,100,40
4762,2381,1191,596,397,199,100,40
4763,2382,1191,596,397,199,100,40
4764,2382,1191,596,397,199,100,40
4765,2383,1192,596,398,199,100,40
4766,2383,1192,596,398,199,100,40
4767,2384,1192,596,398,199,100,40
4768,2384,1192,596,398,199,100,40
4769,2385,1193,597,398,199,100,40
4770,2385,1193,597,398,199,100,40
4771,2386,1193,597,398,199,100,40
4772,2386,1193,597,398,199,100,40
4773,2387,1194,597,398,199,100,40
4774,2387,1194,597,398,199,100,40
4775,2388,1194,597,398,199,100,40
4776,2388,1194,597,398,199,100,40
4777,2389,1195,598,399,200,100,40
4778,2389,1195,598,399,200,100,40
4779,2390,1195,598,399,200,100,40
4780,2390,1195,598,399,200,100,40
4781,2391,1196,598,399,200,100,40
4782,2391,1196,598,399,200,100,40
4783,2392,1196,598,399,200,100,40
4784,2392,1196,598,399,200,100,40
4785,2393,1197,599,399,200,100,40
4786,2393,1197,599,399,200,100,40
4787,2394,1197,599,399,200,100,40
4788,2394,1197,599,399,200,100,40
4789,2395,1198,599,400,200,100,40
4790,2395,1198,599,400,200,100,40
4791,2396,1198,599,400,200,100,40
4792,2396,1198,599,400,200,100,40
4793,2397,1199,600,400,200,100,40
4794,2397,1199,600,400,200,100,40
4795,2398,1199,600,400,200,100,40
4796,2398,1199,600,400,200,100,40
4797,2399,1200,600,400,200,100,40
4798,2399,1200,600,400,200,100,40
4799,2400,1200,600,400,200,100,40
4800,2400,1200,600,400,200,100,40
4801,2401,1201,601,401,201,101,41
4802,2401,1201,601,401,201,101,41
4803,2402,1201,601,401,201,101,41
4804,2402,1201,601,401,201,101,41
4805,2403,1202,601,401,201,101,41
4806,2403,1202,601,401,201,101,41
4807,2404,1202,601,401,201,101,41
4808,2404,1202,601,401,201,101,41
4809,2405,1203,602,401,201,101,41
4810,2405,1203,602,401,201,101,41
4811,2406,1203,602,401,201,101,41
4812,2406,1203,602,401,201,101,41
4813,2407,1204,602,402,201,101,41
4814,2407,1204,602,402,201,101,41
4815,2408,1204,602,402,201,101,41
4816,2408,1204,602,402,201,101,41
4817,2409,1205,603,402,201,101,41
4818,2409,1205,603,402,201,101,41
4819,2410,1205,603,402,201,101,41
4820,2410,1205,603,402,201,101,41
4821,2411,1206,603,402,201,101,41
4822,2411,1206,603,402,201,101,41
4823,2412,1206,603,402,201,101,41
4824,2412,1206,603,402,201,101,41
4825,2413,1207,604,403,202,101,41
4826,2413,1207,604,403,202,101,41
4827,2414,1207,604,403,202,101,41
4828,2414,1207,604,403,202,101,41
4829,2415,1208,604,403,202,101,41
4830,2415,1208,604,403,202,101,41
4831,2416,1208,604,403,202,101,41
4832,2416,1208,604,403,202,101,41
4833,2417,1209,605,403,202,101,41
4834,2417,1209,605,403,202,101,41
4835,2418,1209,605,403,202,101,41
4836,2418,1209,605,403,202,101,41
4837,2419,1210,605,404,202,101,41
4838,2419,1210,605,404,202,101,41
4839,2420,1210,605,404,202,101,41
4840,2420,1210,605,404,202,101,41
4841,2421,1211,606,404,202,101,41
4842,2421,1211,606,404,202,101,41
4843,2422,1211,606,404,202,101,41
4844,2422,1211,606,404,202,101,41
4845,2423,1212,606,404,202,101,41
4846,2423,1212,606,404,202,101,41
4847,2424,1212,606,404,202,101,41
4848,2424,1212,606,404,202,101,41
4849,2425,1213,607,405,203,102,41
4850,2425,1213,607,405,203,102,41
4851,2426,1213,607,405,203,102,41
4852,2426,1213,607,405,203,102,41
4853,2427,1214,607,405,203,102,41
4854,2427,1214,607,405,203,102,41
4855,2428,1214,607,405,203,102,41
4856,2428,1214,607,405,203,102,41
4857,2429,1215,608,405,203,102,41
4858,2429,1215,608,405,203,102,41
4859,2430,1215,608,405,203,102,41
4860,2430,1215,608,405,203,102,41
4861,2431,1216,608,406,203,102,41
4862,2431,1216,608,406,203,102,41
4863,2432,1216,608,406,203,102,41
4864,2432,1216,608,406,203,102,41
4865,2433,1217,609,406,203,102,41
4866,2433,1217,609,406,203,102,41
4867,2434,1217,609,406,203,102,41
4868,2434,1217,609,406,203,102,41
4869,2435,1218,609,406,203,102,41
4870,2435,1218,609,406,203,102,41
4871,2436,1218,609,406,203,102,41
4872,2436,1218,609,406,203,102,41
4873,2437,1219,610,407,204,102,41
4874,2437,1219,610,407,204,102,41
4875,2438,1219,610,407,204,102,41
4876,2438,1219,610,407,204,102,41
4877,2439,1220,610,407,204,102,41
4878,2439,1220,610,407,204,102,41
4879,2440,1220,610,407,204,102,41
4880,2440,1220,610,407,204,102,41
4881,2441,1221,611,407,204,102,41
4882,2441,1221,611,407,204,102,41
4883,2442,1221,611,407,204,102,41
4884,2442,1221,611,407,204,102,41
4885,2443,1222,611,408,204,102,41
4886,2443,1222,611,408,204,102,41
4887,2444,1222,611,408,204,102,41
4888,2444,1222,611,408,204,102,41
4889,2445,1223,612,408,204,102,41
4890,2445,1223,612,408,204,102,41
4891,2446,1223,612,408,204,102,41
4892,2446,1223,612,408,204,102,41
4893,2447,1224,612,408,204,102,41
4894,2447,1224,612,408,204,102,41
4895,2448,1224,612,408,204,102,41
4896,2448,1224,612,408,204,102,41
4897,2449,1225,613,409,205,103,41
4898,2449,1225,613,409,205,103,41
4899,2450,1225,613,409,205,103,41
4900,2450,1225,613,409,205,103,41
4901,2451,1226,613,409,205,103,41
4902,2451,1226,613,409,205,103,41
4903,2452,1226,613,409,205,103,41
4904,2452,1226,613,409,205,103,41
4905,2453,1227,614,409,205,103,41
4906,2453,1227,614,409,205,103,41
4907,2454,1227,614,409,205,103,41
4908,2454,1227,614,409,205,103,41
4909,2455,1228,614,410,205,103,41
4910,2455,1228,614,410,205,103,41
4911,2456,1228,614,410,205,103,41
4912,2456,1228,614,410,205,103,41
4913,2457,1229,615,410,205,103,41
4914,2457,1229,615,410,205,103,41
4915,2458,1229,615,410,205,103,41
4916,2458,1229,615,410,205,103,41
4917,2459,1230,615,410,205,103,41
4918,2459,1230,615,410,205,103,41
4919,2460,1230,615,410,205,103,41
4920,2460,1230,615,410,205,103,41
4921,2461,1231,616,411,206,103,42
4922,2461,1231,616,411,206,103,42
4923,2462,1231,616,411,206,103,42
4924,2462,1231,616,411,206,103,42
4925,2463,1232,616,411,206,103,42
4926,2463,1232,616,411,206,103,42
4927,2464,1232,616,411,206,103,42
4928,2464,1232,616,411,206,103,42
4929,2465,1233,617,411,206,103,42
4930,2465,1233,617,411,206,103,42
4931,2466,1233,617,411,206,103,42
4932,2466,1233,617,411,206,103,42
4933,2467,1234,617,412,206,103,42
4934,2467,1234,617,412,206,103,42
4935,2468,1234,617,412,206,103,42
4936,2468,1234,617,412,206,103,42
4937,2469,1235,618,412,206,103,42
4938,2469,1235,618,412,206,103,42
4939,2470,1235,618,412,206,103,42
4940,2470,1235,618,412,206,103,42
4941,2471,1236,618,412,206,103,42
4942,2471,1236,618,412,206,103,42
4943,2472,1236,618,412,206,103,42
4944,2472,1236,618,412,206,103,42
4945,2473,1237,619,413,207,104,42
4946,2473,1237,619,413,207,104,42
4947,2474,1237,619,413,207,104,42
4948,2474,1237,619,413,207,104,42
4949,2475,1238,619,413,207,104,42
4950,2475,1238,619,413,207,104,42
4951,2476,1238,619,413,207,104,42
4952,2476,1238,619,413,207,104,42
4953,2477,1239,620,413,207,104,42
4954,2477,1239,620,413,207,104,42
4955,2478,1239,620,413,207,104,42
4956,2478,1239,620,413,207,104,42
4957,2479,1240,620,414,207,104,42
4958,2479,1240,620,414,207,104,42
4959,2480,1240,620,414,207,104,42
4960,2480,1240,620,414,207,104,42
4961,2481,1241,621,414,207,104,42
4962,2481,1241,621,414,207,104,42
4963,2482,1241,621,414,207,104,42
4964,2482,1241,621,414,207,104,42
4965,2483,1242,621,414,207,104,42
4966,2483,1242,621,414,207,104,42
4967,2484,1242,621,414,207,104,42
4968,2484,1242,621,414,207,104,42
4969,2485,1243,622,415,208,104,42
4970,2485,1243,622,415,208,104,42
4971,2486,1243,622,415,208,104,42
4972,2486,1243,622,415,208,104,42
4973,2487,1244,622,415,208,104,42
4974,2487,1244,622,415,208,104,42
4975,2488,1244,622,415,208,104,42
4976,2488,1244,622,415,208,104,42
4977,2489,1245,623,415,208,104,42
4978,2489,1245,623,415,208,104,42
4979,2490,1245,623,415,208,104,42
4980,2490,1245,623,415,208,104,42
4981,2491,1246,623,416,208,104,42
4982,2491,1246,623,416,208,104,42
4983,2492,1246,623,416,208,104,42
4984,2492,1246,623,416,208,104,42
4985,2493,1247,624,416,208,104,42
4986,2493,1247,624,416,208,104,42
4987,2494,1247,624,416,208,104,42
4988,2494,1247,624,416,208,104,42
4989,2495,1248,624,416,208,104,42
4990,2495,1248,624,416,208,104,42
4991,2496,1248,624,416,208,104,42
4992,2496,1248,624,416,208,104,42
4993,2497,1249,625,417,209,105,42
4994,2497,1249,625,417,209,105,42
4995,2498,1249,625,417,209,105,42
4996,2498,1249,625,417,209,105,42
4997,2499,1250,625,417,209,105,42
4998,2499,1250,625,417,209,105,42
4999,2500,1250,625,417,209,105,42
5000,2500,1250,625,417,209,105,42
5001,2501,1251,626,417,209,105,42
5002,2501,1251,626,417,209,105,42
5003,2502,1251,626,417,209,105,42
5004,2502,1251,626,417,209,105,42
5005,2503,1252,626,418,209,105,42
5006,2503,1252,626,418,209,105,42
5007,2504,1252,626,418,209,105,42
5008,2504,1252,626,418,209,105,42
5009,2505,1253,627,418,209,105,42
5010,2505,1253,627,418,209,105,42
5011,2506,1253,627,418,209,105,42
5012,2506,1253,627,418,209,105,42
5013,2507,1254,627,418,209,105,42
5014,2507,1254,627,418,209,105,42
5015,2508,1254,627,418,209,105,42
5016,2508,1254,627,418,209,105,42
5017,2509,1255,628,419,210,105,42
5018,2509,1255,628,419,210,105,42
5019,2510,1255,628,419,210,105,42
5020,2510,1255,628,419,210,105,42
5021,2511,1256,628,419,210,105,42
5022,2511,1256,628,419,210,105,42
5023,2512,1256,628,419,210,105,42
5024,2512,1256,628,419,210,105,42
5025,2513,1257,629,419,210,105,42
5026,2513,1257,629,419,210,105,42
5027,2514,1257,629,419,210,105,42
5028,2514,1257,629,419,210,105,42
5029,2515,1258,629,420,210,105,42
5030,2515,1258,629,420,210,105,42
5031,2516,1258,629,420,210,105,42
5032,2516,1258,629,420,210,105,42
5033,2517,1259,630,420,210,105,42
5034,2517,1259,630,420,210,105,42
5035,2518,1259,630,420,210,105,42
5036,2518,1259,630,420,210,105,42
5037,2519,1260,630,420,210,105,42
5038,2519,1260,630,420,210,105,42
5039,2520,1260,630,420,210,105,42
5040,2520,1260,630,420,210,105,42
5041,2521,1261,631,421,211,106,43
5042,2521,1261,631,421,211,106,43
5043,2522,1261,631,421,211,106,43
5044,2522,1261,631,421,211,106,43
5045,2523,1262,631,421,211,106,43
5046,2523,1262,631,421,211,106,43
5047,2524,1262,631,421,211,106,43
5048,2524,1262,631,421,211,106,43
5049,2525,1263,632,421,211,106,43
5050,2525,1263,632,421,211,106,43
5051,2526,1263,632,421,211,106,43
5052,2526,1263,632,421,211,106,43
5053,2527,1264,632,422,211,106,43
5054,2527,1264,632,422,211,106,43
5055,2528,1264,632,422,211,106,43
5056,2528,1264,632,422,211,106,43
5057,2529,1265,633,422,211,106,43
5058,2529,1265,633,422,211,106,43
5059,2530,1265,633,422,211,106,43
5060,2530,1265,633,422,211,106,43
5061,2531,1266,633,422,211,106,43
5062,2531,1266,633,422,211,106,43
5063,2532,1266,633,422,211,106,43
5064,2532,1266,633,422,211,106,43
5065,2533,1267,634,423,212,106,43
5066,2533,1267,634,423,212,106,43
5067,2534,1267,634,423,212,106,43
5068,2534,1267,634,423,212,106,43
5069,2535,1268,634,423,212,106,43
5070,2535,1268,634,423,212,106,43
5071,2536,1268,634,423,212,106,43
5072,2536,1268,634,423,212,106,43
5073,2537,1269,635,423,212,106,43
5074,2537,1269,635,423,212,106,43
5075,2538,1269,635,423,212,106,43
5076,2538,1269,635,423,212,106,43
5077,2539,1270,635,424,212,106,43
5078,2539,1270,635,424,212,106,43
5079,2540,1270,635,424,212,106,43
5080,2540,1270,635,424,212,106,43
5081,2541,1271,636,424,212,106,43
5082,2541,1271,636,424,212,106,43
5083,2542,1271,636,424,212,106,43
5084,2542,1271,636,424,212,106,43
5085,2543,1272,636,424,212,106,43
5086,2543,1272,636,424,212,106,43
5087,2544,1272,636,424,212,106,43
5088,2544,1272,636,424,212,106,43
5089,2545,1273,637,425,213,107,43
5090,2545,1273,637,425,213,107,43
5091,2546,1273,637,425,213,107,43
5092,2546,1273,637,425,213,107,43
5093,2547,1274,637,425,213,107,43
5094,2547,1274,637,425,213,107,43
5095,2548,1274,637,425,213,107,43
5096,2548,1274,637,425,213,107,43
5097,2549,1275,638,425,213,107,43
5098,2549,1275,638,425,213,107,43
5099,2550,1275,638,425,213,107,43
5100,2550,1275,638,425,213,107,43
5101,2551,1276,638,426,213,107,43
5102,2551,1276,638,426,213,107,43
5103,2552,1276,638,426,213,107,43
5104,2552,1276,638,426,213,107,43
5105,2553,1277,639,426,213,107,43
5106,2553,1277,639,426,213,107,43
5107,2554,1277,639,426,213,107,43
5108,2554,1277,639,426,213,107,43
5109,2555,1278,639,426,213,107,43
5110,2555,1278,639,426,213,107,43
5111,2556,1278,639,426,213,107,43
5112,2556,1278,639,426,213,107,43
5113,2557,1279,640,427,214,107,43
5114,2557,1279,640,427,214,107,43
5115,2558,1279,640,427,214,107,43
5116,2558,1279,640,427,214,107,43
5117,2559,1280,640,427,214,107,43
5118,2559,1280,640,427,214,107,43
5119,2560,1280,640,427,214,107,43
5120,2560,1280,640,427,214,107,43
5121,2561,1281,641,427,214,107,43
5122,2561,1281,641,427,214,107,43
5123,2562,1281,641,427,214,107,43
5124,2562,1281,641,427,214,107,43
5125,2563,1282,641,428,214,107,43
5126,2563,1282,641,428,214,107,43
5127,2564,1282,641,428,214,107,43
5128,2564,1282,641,428,214,107,43
5129,2565,1283,642,428,214,107,43
5130,2565,1283,642,428,214,107,43
5131,2566,1283,642,428,214,107,43
5132,2566,1283,642,428,214,107,43
5133,2567,1284,642,428,214,107,43
5134,2567,1284,642,428,214,107,43
5135,2568,1284,642,428,214,107,43
5136,2568,1284,642,428,214,107,43
5137,2569,1285,643,429,215,108,43
5138,2569,1285,643,429,215,108,43
5139,2570,1285,643,429,215,108,43
5140,2570,1285,643,429,215,108,43
5141,2571,1286,643,429,215,108,43
5142,2571,1286,643,429,215,108,43
5143,2572,1286,643,429,215,108,43
5144,2572,1286,643,429,215,108,43
5145,2573,1287,644,429,215,108,43
5146,2573,1287,644,429,215,108,43
5147,2574,1287,644,429,215,108,43
5148,2574,1287,644,429,215,108,43
5149,2575,1288,644,430,215,108,43
5150,2575,1288,644,430,215,108,43
5151,2576,1288,644,430,215,108,43
5152,2576,1288,644,430,215,108,43
5153,2577,1289,645,430,215,108,43
5154,2577,1289,645,430,215,108,43
5155,2578,1289,645,430,215,108,43
5156,2578,1289,645,430,215,108,43
5157,2579,1290,645,430,215,108,43
5158,2579,1290,645,430,215,108,43
5159,2580,1290,645,430,215,108,43
