Hour_Counter,2-hr,4-hr,8-hr,12-hr,24-hr,48-hr,120-hr
2110,1055,528,264,176,88,44,18
2111,1056,528,264,176,88,44,18
2112,1056,528,264,176,88,44,18
2113,1057,529,265,177,89,45,18
2114,1057,529,265,177,89,45,18
2115,1058,529,265,177,89,45,18
2116,1058,529,265,177,89,45,18
2117,1059,530,265,177,89,45,18
2118,1059,530,265,177,89,45,18
2119,1060,530,265,177,89,45,18
2120,1060,530,265,177,89,45,18
2121,1061,531,266,177,89,45,18
2122,1061,531,266,177,89,45,18
2123,1062,531,266,177,89,45,18
2124,1062,531,266,177,89,45,18
2125,1063,532,266,178,89,45,18
2126,1063,532,266,178,89,45,18
2127,1064,532,266,178,89,45,18
2128,1064,532,266,178,89,45,18
2129,1065,533,267,178,89,45,18
2130,1065,533,267,178,89,45,18
2131,1066,533,267,178,89,45,18
2132,1066,533,267,178,89,45,18
2133,1067,534,267,178,89,45,18
2134,1067,534,267,178,89,45,18
2135,1068,534,267,178,89,45,18
2136,1068,534,267,178,89,45,18
2137,1069,535,268,179,90,45,18
2138,1069,535,268,179,90,45,18
2139,1070,535,268,179,90,45,18
2140,1070,535,268,179,90,45,18
2141,1071,536,268,179,90,45,18
2142,1071,536,268,179,90,45,18
2143,1072,536,268,179,90,45,18
2144,1072,536,268,179,90,45,18
2145,1073,537,269,179,90,45,18
2146,1073,537,269,179,90,45,18
2147,1074,537,269,179,90,45,18
2148,1074,537,269,179,90,45,18
2149,1075,538,269,180,90,45,18
2150,1075,538,269,180,90,45,18
2151,1076,538,269,180,90,45,18
2152,1076,538,269,180,90,45,18
2153,1077,539,270,180,90,45,18
2154,1077,539,270,180,90,45,18
2155,1078,539,270,180,90,45,18
2156,1078,539,270,180,90,45,18
2157,1079,540,270,180,90,45,18
2158,1079,540,270,180,90,45,18
2159,1080,540,270,180,90,45,18
2160,1080,540,270,180,90,45,18
2161,1081,541,271,181,91,46,19
2162,1081,541,271,181,91,46,19
2163,1082,541,271,181,91,46,19
2164,1082,541,271,181,91,46,19
2165,1083,542,271,181,91,46,19
2166,1083,542,271,181,91,46,19
2167,1084,542,271,181,91,46,19
2168,1084,542,271,181,91,46,19
2169,1085,543,272,181,91,46,19
2170,1085,543,272,181,91,46,19
2171,1086,543,272,181,91,46,19
2172,1086,543,272,181,91,46,19
2173,1087,544,272,182,91,46,19
2174,1087,544,272,182,91,46,19
2175,1088,544,272,182,91,46,19
2176,1088,544,272,182,91,46,19
2177,1089,545,273,182,91,46,19
2178,1089,545,273,182,91,46,19
2179,1090,545,273,182,91,46,19
2180,1090,545,273,182,91,46,19
2181,1091,546,273,182,91,46,19
2182,1091,546,273,182,91,46,19
2183,1092,546,273,182,91,46,19
2184,1092,546,273,182,91,46,19
2185,1093,547,274,183,92,46,19
2186,1093,547,274,183,92,46,19
2187,1094,547,274,183,92,46,19
2188,1094,547,274,183,92,46,19
2189,1095,548,274,183,92,46,19
2190,1095,548,274,183,92,46,19
2191,1096,548,274,183,92,46,19
2192,1096,548,274,183,92,46,19
2193,1097,549,275,183,92,46,19
2194,1097,549,275,183,92,46,19
2195,1098,549,275,183,92,46,19
2196,1098,549,275,183,92,46,19
2197,1099,550,275,184,92,46,19
2198,1099,550,275,184,92,46,19
2199,1100,550,275,184,92,46,19
2200,1100,550,275,184,92,46,19
2201,1101,551,276,184,92,46,19
2202,1101,551,276,184,92,46,19
2203,1102,551,276,184,92,46,19
2204,1102,551,276,184,92,46,19
2205,1103,552,276,184,92,46,19
2206,1103,552,276,184,92,46,19
2207,1104,552,276,184,92,46,19
2208,1104,552,276,184,92,46,19
2209,1105,553,277,185,93,47,19
2210,1105,553,277,185,93,47,19
2211,1106,553,277,185,93,47,19
2212,1106,553,277,185,93,47,19
2213,1107,554,277,185,93,47,19
2214,1107,554,277,185,93,47,19
2215,1108,554,277,185,93,47,19
2216,1108,554,277,185,93,47,19
2217,1109,555,278,185,93,47,19
2218,1109,555,278,185,93,47,19
2219,1110,555,278,185,93,47,19
2220,1110,555,278,185,93,47,19
2221,1111,556,278,186,93,47,19
2222,1111,556,278,186,93,47,19
2223,1112,556,278,186,93,47,19
2224,1112,556,278,186,93,47,19
2225,1113,557,279,186,93,47,19
2226,1113,557,279,186,93,47,19
2227,1114,557,279,186,93,47,19
2228,1114,557,279,186,93,47,19
2229,1115,558,279,186,93,47,19
2230,1115,558,279,186,93,47,19
2231,1116,558,279,186,93,47,19
2232,1116,558,279,186,93,47,19
2233,1117,559,280,187,94,47,19
2234,1117,559,280,187,94,47,19
2235,1118,559,280,187,94,47,19
2236,1118,559,280,187,94,47,19
2237,1119,560,280,187,94,47,19
2238,1119,560,280,187,94,47,19
2239,1120,560,280,187,94,47,19
2240,1120,560,280,187,94,47,19
2241,1121,561,281,187,94,47,19
2242,1121,561,281,187,94,47,19
2243,1122,561,281,187,94,47,19
2244,1122,561,281,187,94,47,19
2245,1123,562,281,188,94,47,19
2246,1123,562,281,188,94,47,19
2247,1124,562,281,188,94,47,19
2248,1124,562,281,188,94,47,19
2249,1125,563,282,188,94,47,19
2250,1125,563,282,188,94,47,19
2251,1126,563,282,188,94,47,19
2252,1126,563,282,188,94,47,19
2253,1127,564,282,188,94,47,19
2254,1127,564,282,188,94,47,19
2255,1128,564,282,188,94,47,19
2256,1128,564,282,188,94,47,19
2257,1129,565,283,189,95,48,19
2258,1129,565,283,189,95,48,19
2259,1130,565,283,189,95,48,19
2260,1130,565,283,189,95,48,19
2261,1131,566,283,189,95,48,19
2262,1131,566,283,189,95,48,19
2263,1132,566,283,189,95,48,19
2264,1132,566,283,189,95,48,19
2265,1133,567,284,189,95,48,19
2266,1133,567,284,189,95,48,19
2267,1134,567,284,189,95,48,19
2268,1134,567,284,189,95,48,19
2269,1135,568,284,190,95,48,19
2270,1135,568,284,190,95,48,19
2271,1136,568,284,190,95,48,19
2272,1136,568,284,190,95,48,19
2273,1137,569,285,190,95,48,19
2274,1137,569,285,190,95,48,19
2275,1138,569,285,190,95,48,19
2276,1138,569,285,190,95,48,19
2277,1139,570,285,190,95,48,19
2278,1139,570,285,190,95,48,19
2279,1140,570,285,190,95,48,19
2280,1140,570,285,190,95,48,19
2281,1141,571,286,191,96,48,20
2282,1141,571,286,191,96,48,20
2283,1142,571,286,191,96,48,20
2284,1142,571,286,191,96,48,20
2285,1143,572,286,191,96,48,20
2286,1143,572,286,191,96,48,20
2287,1144,572,286,191,96,48,20
2288,1144,572,286,191,96,48,20
2289,1145,573,287,191,96,48,20
2290,1145,573,287,191,96,48,20
2291,1146,573,287,191,96,48,20
2292,1146,573,287,191,96,48,20
2293,1147,574,287,192,96,48,20
2294,1147,574,287,192,96,48,20
2295,1148,574,287,192,96,48,20
2296,1148,574,287,192,96,48,20
2297,1149,575,288,192,96,48,20
2298,1149,575,288,192,96,48,20
2299,1150,575,288,192,96,48,20
2300,1150,575,288,192,96,48,20
2301,1151,576,288,192,96,48,20
2302,1151,576,288,192,96,48,20
2303,1152,576,288,192,96,48,20
2304,1152,576,288,192,96,48,20
2305,1153,577,289,193,97,49,20
2306,1153,577,289,193,97,49,20
2307,1154,577,289,193,97,49,20
2308,1154,577,289,193,97,49,20
2309,1155,578,289,193,97,49,20
2310,1155,578,289,193,97,49,20
2311,1156,578,289,193,97,49,20
2312,1156,578,289,193,97,49,20
2313,1157,579,290,193,97,49,20
2314,1157,579,290,193,97,49,20
2315,1158,579,290,193,97,49,20
2316,1158,579,290,193,97,49,20
2317,1159,580,290,194,97,49,20
2318,1159,580,290,194,97,49,20
2319,1160,580,290,194,97,49,20
2320,1160,580,290,194,97,49,20
2321,1161,581,291,194,97,49,20
2322,1161,581,291,194,97,49,20
2323,1162,581,291,194,97,49,20
2324,1162,581,291,194,97,49,20
2325,1163,582,291,194,97,49,20
2326,1163,582,291,194,97,49,20
2327,1164,582,291,194,97,49,20
2328,1164,582,291,194,97,49,20
2329,1165,583,292,195,98,49,20
2330,1165,583,292,195,98,49,20
2331,1166,583,292,195,98,49,20
2332,1166,583,292,195,98,49,20
2333,1167,584,292,195,98,49,20
2334,1167,584,292,195,98,49,20
2335,1168,584,292,195,98,49,20
2336,1168,584,292,195,98,49,20
2337,1169,585,293,195,98,49,20
2338,1169,585,293,195,98,49,20
2339,1170,585,293,195,98,49,20
2340,1170,585,293,195,98,49,20
2341,1171,586,293,196,98,49,20
2342,1171,586,293,196,98,49,20
2343,1172,586,293,196,98,49,20
2344,1172,586,293,196,98,49,20
2345,1173,587,294,196,98,49,20
2346,1173,587,294,196,98,49,20
2347,1174,587,294,196,98,49,20
2348,1174,587,294,196,98,49,20
2349,1175,588,294,196,98,49,20
2350,1175,588,294,196,98,49,20
2351,1176,588,294,196,98,49,20
2352,1176,588,294,196,98,49,20
2353,1177,589,295,197,99,50,20
2354,1177,589,295,197,99,50,20
2355,1178,589,295,197,99,50,20
2356,1178,589,295,197,99,50,20
2357,1179,590,295,197,99,50,20
2358,1179,590,295,197,99,50,20
2359,1180,590,295,197,99,50,20
2360,1180,590,295,197,99,50,20
2361,1181,591,296,197,99,50,20
2362,1181,591,296,197,99,50,20
2363,1182,591,296,197,99,50,20
2364,1182,591,296,197,99,50,20
2365,1183,592,296,198,99,50,20
2366,1183,592,296,198,99,50,20
2367,1184,592,296,198,99,50,20
2368,1184,592,296,198,99,50,20
2369,1185,593,297,198,99,50,20
2370,1185,593,297,198,99,50,20
2371,1186,593,297,198,99,50,20
2372,1186,593,297,198,99,50,20
2373,1187,594,297,198,99,50,20
2374,1187,594,297,198,99,50,20
2375,1188,594,297,198,99,50,20
2376,1188,594,297,198,99,50,20
2377,1189,595,298,199,100,50,20
2378,1189,595,298,199,100,50,20
2379,1190,595,298,199,100,50,20
2380,1190,595,298,199,100,50,20
2381,1191,596,298,199,100,50,20
2382,1191,596,298,199,100,50,20
2383,1192,596,298,199,100,50,20
2384,1192,596,298,199,100,50,20
2385,1193,597,299,199,100,50,20
2386,1193,597,299,199,100,50,20
2387,1194,597,299,199,100,50,20
2388,1194,597,299,199,100,50,20
2389,1195,598,299,200,100,50,20
2390,1195,598,299,200,100,50,20
2391,1196,598,299,200,100,50,20
2392,1196,598,299,200,100,50,20
2393,1197,599,300,200,100,50,20
2394,1197,599,300,200,100,50,20
2395,1198,599,300,200,100,50,20
2396,1198,599,300,200,100,50,20
2397,1199,600,300,200,100,50,20
2398,1199,600,300,200,100,50,20
2399,1200,600,300,200,100,50,20
2400,1200,600,300,200,100,50,20
2401,1201,601,301,201,101,51,21
2402,1201,601,301,201,101,51,21
2403,1202,601,301,201,101,51,21
2404,1202,601,301,201,101,51,21
2405,1203,602,301,201,101,51,21
2406,1203,602,301,201,101,51,21
2407,1204,602,301,201,101,51,21
2408,1204,602,301,201,101,51,21
2409,1205,603,302,201,101,51,21
2410,1205,603,302,201,101,51,21
2411,1206,603,302,201,101,51,21
2412,1206,603,302,201,101,51,21
2413,1207,604,302,202,101,51,21
2414,1207,604,302,202,101,51,21
2415,1208,604,302,202,101,51,21
2416,1208,604,302,202,101,51,21
2417,1209,605,303,202,101,51,21
2418,1209,605,303,202,101,51,21
2419,1210,605,303,202,101,51,21
2420,1210,605,303,202,101,51,21
2421,1211,606,303,202,101,51,21
2422,1211,606,303,202,101,51,21
2423,1212,606,303,202,101,51,21
2424,1212,606,303,202,101,51,21
2425,1213,607,304,203,102,51,21
2426,1213,607,304,203,102,51,21
2427,1214,607,304,203,102,51,21
2428,1214,607,304,203,102,51,21
2429,1215,608,304,203,102,51,21
2430,1215,608,304,203,102,51,21
2431,1216,608,304,203,102,51,21
2432,1216,608,304,203,102,51,21
2433,1217,609,305,203,102,51,21
2434,1217,609,305,203,102,51,21
2435,1218,609,305,203,102,51,21
2436,1218,609,305,203,102,51,21
2437,1219,610,305,204,102,51,21
2438,1219,610,305,204,102,51,21
2439,1220,610,305,204,102,51,21
2440,1220,610,305,204,102,51,21
2441,1221,611,306,204,102,51,21
2442,1221,611,306,204,102,51,21
2443,1222,611,306,204,102,51,21
2444,1222,611,306,204,102,51,21
2445,1223,612,306,204,102,51,21
2446,1223,612,306,204,102,51,21
2447,1224,612,306,204,102,51,21
2448,1224,612,306,204,102,51,21
2449,1225,613,307,205,103,52,21
2450,1225,613,307,205,103,52,21
2451,1226,613,307,205,103,52,21
2452,1226,613,307,205,103,52,21
2453,1227,614,307,205,103,52,21
2454,1227,614,307,205,103,52,21
2455,1228,614,307,205,103,52,21
2456,1228,614,307,205,103,52,21
2457,1229,615,308,205,103,52,21
2458,1229,615,308,205,103,52,21
2459,1230,615,308,205,103,52,21
2460,1230,615,308,205,103,52,21
2461,1231,616,308,206,103,52,21
2462,1231,616,308,206,103,52,21
2463,1232,616,308,206,103,52,21
2464,1232,616,308,206,103,52,21
2465,1233,617,309,206,103,52,21
2466,1233,617,309,206,103,52,21
2467,1234,617,309,206,103,52,21
2468,1234,617,309,206,103,52,21
2469,1235,618,309,206,103,52,21
2470,1235,618,309,206,103,52,21
2471,1236,618,309,206,103,52,21
2472,1236,618,309,206,103,52,21
2473,1237,619,310,207,104,52,21
2474,1237,619,310,207,104,52,21
2475,1238,619,310,207,104,52,21
2476,1238,619,310,207,104,52,21
2477,1239,620,310,207,104,52,21
2478,1239,620,310,207,104,52,21
2479,1240,620,310,207,104,52,21
2480,1240,620,310,207,104,52,21
2481,1241,621,311,207,104,52,21
2482,1241,621,311,207,104,52,21
2483,1242,621,311,207,104,52,21
2484,1242,621,311,207,104,52,21
2485,1243,622,311,208,104,52,21
2486,1243,622,311,208,104,52,21
2487,1244,622,311,208,104,52,21
2488,1244,622,311,208,104,52,21
2489,1245,623,312,208,104,52,21
2490,1245,623,312,208,104,52,21
2491,1246,623,312,208,104,52,21
2492,1246,623,312,208,104,52,21
2493,1247,624,312,208,104,52,21
2494,1247,624,312,208,104,52,21
2495,1248,624,312,208,104,52,21
2496,1248,624,312,208,104,52,21
2497,1249,625,313,209,105,53,21
2498,1249,625,313,209,105,53,21
2499,1250,625,313,209,105,53,21
2500,1250,625,313,209,105,53,21
2501,1251,626,313,209,105,53,21
2502,1251,626,313,209,105,53,21
2503,1252,626,313,209,105,53,21
2504,1252,626,313,209,105,53,21
2505,1253,627,314,209,105,53,21
2506,1253,627,314,209,105,53,21
2507,1254,627,314,209,105,53,21
2508,1254,627,314,209,105,53,21
2509,1255,628,314,210,105,53,21
2510,1255,628,314,210,105,53,21
2511,1256,628,314,210,105,53,21
2512,1256,628,314,210,105,53,21
2513,1257,629,315,210,105,53,21
2514,1257,629,315,210,105,53,21
2515,1258,629,315,210,105,53,21
2516,1258,629,315,210,105,53,21
2517,1259,630,315,210,105,53,21
2518,1259,630,315,210,105,53,21
2519,1260,630,315,210,105,53,21
2520,1260,630,315,210,105,53,21
2521,1261,631,316,211,106,53,22
2522,1261,631,316,211,106,53,22
2523,1262,631,316,211,106,53,22
2524,1262,631,316,211,106,53,22
2525,1263,632,316,211,106,53,22
2526,1263,632,316,211,106,53,22
2527,1264,632,316,211,106,53,22
2528,1264,632,316,211,106,53,22
2529,1265,633,317,211,106,53,22
2530,1265,633,317,211,106,53,22
2531,1266,633,317,211,106,53,22
2532,1266,633,317,211,106,53,22
2533,1267,634,317,212,106,53,22
2534,1267,634,317,212,106,53,22
2535,1268,634,317,212,106,53,22
2536,1268,634,317,212,106,53,22
2537,1269,635,318,212,106,53,22
2538,1269,635,318,212,106,53,22
2539,1270,635,318,212,106,53,22
2540,1270,635,318,212,106,53,22
2541,1271,636,318,212,106,53,22
2542,1271,636,318,212,106,53,22
2543,1272,636,318,212,106,53,22
2544,1272,636,318,212,106,53,22
2545,1273,637,319,213,107,54,22
2546,1273,637,319,213,107,54,22
2547,1274,637,319,213,107,54,22
2548,1274,637,319,213,107,54,22
2549,1275,638,319,213,107,54,22
2550,1275,638,319,213,107,54,22
2551,1276,638,319,213,107,54,22
2552,1276,638,319,213,107,54,22
2553,1277,639,320,213,107,54,22
2554,1277,639,320,213,107,54,22
2555,1278,639,320,213,107,54,22
2556,1278,639,320,213,107,54,22
2557,1279,640,320,214,107,54,22
2558,1279,640,320,214,107,54,22
2559,1280,640,320,214,107,54,22
2560,1280,640,320,214,107,54,22
2561,1281,641,321,214,107,54,22
2562,1281,641,321,214,107,54,22
2563,1282,641,321,214,107,54,22
2564,1282,641,321,214,107,54,22
2565,1283,642,321,214,107,54,22
2566,1283,642,321,214,107,54,22
2567,1284,642,321,214,107,54,22
2568,1284,642,321,214,107,54,22
2569,1285,643,322,215,108,54,22
2570,1285,643,322,215,108,54,22
2571,1286,643,322,215,108,54,22
2572,1286,643,322,215,108,54,22
2573,1287,644,322,215,108,54,22
2574,1287,644,322,215,108,54,22
2575,1288,644,322,215,108,54,22
2576,1288,644,322,215,108,54,22
2577,1289,645,323,215,108,54,22
2578,1289,645,323,215,108,54,22
2579,1290,645,323,215,108,54,22
2580,1290,645,323,215,108,54,22
2581,1291,646,323,216,108,54,22
2582,1291,646,323,216,108,54,22
2583,1292,646,323,216,108,54,22
2584,1292,646,323,216,108,54,22
2585,1293,647,324,216,108,54,22
2586,1293,647,324,216,108,54,22
2587,1294,647,324,216,108,54,22
2588,1294,647,324,216,108,54,22
2589,1295,648,324,216,108,54,22
2590,1295,648,324,216,108,54,22
2591,1296,648,324,216,108,54,22
2592,1296,648,324,216,108,54,22
2593,1297,649,325,217,109,55,22
2594,1297,649,325,217,109,55,22
2595,1298,649,325,217,109,55,22
2596,1298,649,325,217,109,55,22
2597,1299,650,325,217,109,55,22
2598,1299,650,325,217,109,55,22
2599,1300,650,325,217,109,55,22
2600,1300,650,325,217,109,55,22
2601,1301,651,326,217,109,55,22
2602,1301,651,326,217,109,55,22
2603,1302,651,326,217,109,55,22
2604,1302,651,326,217,109,55,22
2605,1303,652,326,218,109,55,22
2606,1303,652,326,218,109,55,22
2607,1304,652,326,218,109,55,22
2608,1304,652,326,218,109,55,22
2609,1305,653,327,218,109,55,22
2610,1305,653,327,218,109,55,22
2611,1306,653,327,218,109,55,22
2612,1306,653,327,218,109,55,22
2613,1307,654,327,218,109,55,22
2614,1307,654,327,218,109,55,22
2615,1308,654,327,218,109,55,22
2616,1308,654,327,218,109,55,22
2617,1309,655,328,219,110,55,22
2618,1309,655,328,219,110,55,22
2619,1310,655,328,219,110,55,22
2620,1310,655,328,219,110,55,22
2621,1311,656,328,219,110,55,22
2622,1311,656,328,219,110,55,22
2623,1312,656,328,219,110,55,22
2624,1312,656,328,219,110,55,22
2625,1313,657,329,219,110,55,22
2626,1313,657,329,219,110,55,22
2627,1314,657,329,219,110,55,22
2628,1314,657,329,219,110,55,22
2629,1315,658,329,220,110,55,22
2630,1315,658,329,220,110,55,22
2631,1316,658,329,220,110,55,22
2632,1316,658,329,220,110,55,22
2633,1317,659,330,220,110,55,22
2634,1317,659,330,220,110,55,22
2635,1318,659,330,220,110,55,22
2636,1318,659,330,220,110,55,22
2637,1319,660,330,220,110,55,22
2638,1319,660,330,220,110,55,22
2639,1320,660,330,220,110,55,22
2640,1320,660,330,220,110,55,22
2641,1321,661,331,221,111,56,23
2642,1321,661,331,221,111,56,23
2643,1322,661,331,221,111,56,23
2644,1322,661,331,221,111,56,23
2645,1323,662,331,221,111,56,23
2646,1323,662,331,221,111,56,23
2647,1324,662,331,221,111,56,23
2648,1324,662,331,221,111,56,23
2649,1325,663,332,221,111,56,23
2650,1325,663,332,221,111,56,23
2651,1326,663,332,221,111,56,23
2652,1326,663,332,221,111,56,23
2653,1327,664,332,222,111,56,23
2654,1327,664,332,222,111,56,23
2655,1328,664,332,222,111,56,23
2656,1328,664,332,222,111,56,23
2657,1329,665,333,222,111,56,23
2658,1329,665,333,222,111,56,23
2659,1330,665,333,222,111,56,23
2660,1330,665,333,222,111,56,23
2661,1331,666,333,222,111,56,23
2662,1331,666,333,222,111,56,23
2663,1332,666,333,222,111,56,23
2664,1332,666,333,222,111,56,23
2665,1333,667,334,223,112,56,23
2666,1333,667,334,223,112,56,23
2667,1334,667,334,223,112,56,23
2668,1334,667,334,223,112,56,23
2669,1335,668,334,223,112,56,23
2670,1335,668,334,223,112,56,23
2671,1336,668,334,223,112,56,23
2672,1336,668,334,223,112,56,23
2673,1337,669,335,223,112,56,23
2674,1337,669,335,223,112,56,23
2675,1338,669,335,223,112,56,23
2676,1338,669,335,223,112,56,23
2677,1339,670,335,224,112,56,23
2678,1339,670,335,224,112,56,23
2679,1340,670,335,224,112,56,23
2680,1340,670,335,224,112,56,23
2681,1341,671,336,224,112,56,23
2682,1341,671,336,224,112,56,23
2683,1342,671,336,224,112,56,23
2684,1342,671,336,224,112,56,23
2685,1343,672,336,224,112,56,23
2686,1343,672,336,224,112,56,23
2687,1344,672,336,224,112,56,23
2688,1344,672,336,224,112,56,23
2689,1345,673,337,225,113,57,23
2690,1345,673,337,225,113,57,23
2691,1346,673,337,225,113,57,23
2692,1346,673,337,225,113,57,23
2693,1347,674,337,225,113,57,23
2694,1347,674,337,225,113,57,23
2695,1348,674,337,225,113,57,23
2696,1348,674,337,225,113,57,23
2697,1349,675,338,225,113,57,23
2698,1349,675,338,225,113,57,23
2699,1350,675,338,225,113,57,23
2700,1350,675,338,225,113,57,23
2701,1351,676,338,226,113,57,23
2702,1351,676,338,226,113,57,23
2703,1352,676,338,226,113,57,23
2704,1352,676,338,226,113,57,23
2705,1353,677,339,226,113,57,23
2706,1353,677,339,226,113,57,23
2707,1354,677,339,226,113,57,23
2708,1354,677,339,226,113,57,23
2709,1355,678,339,226,113,57,23
2710,1355,678,339,226,113,57,23
2711,1356,678,339,226,113,57,23
2712,1356,678,339,226,113,57,23
2713,1357,679,340,227,114,57,23
2714,1357,679,340,227,114,57,23
2715,1358,679,340,227,114,57,23
2716,1358,679,340,227,114,57,23
2717,1359,680,340,227,114,57,23
2718,1359,680,340,227,114,57,23
2719,1360,680,340,227,114,57,23
2720,1360,680,340,227,114,57,23
2721,1361,681,341,227,114,57,23
2722,1361,681,341,227,114,57,23
2723,1362,681,341,227,114,57,23
2724,1362,681,341,227,114,57,23
2725,1363,682,341,228,114,57,23
2726,1363,682,341,228,114,57,23
2727,1364,682,341,228,114,57,23
2728,1364,682,341,228,114,57,23
2729,1365,683,342,228,114,57,23
2730,1365,683,342,228,114,57,23
2731,1366,683,342,228,114,57,23
2732,1366,683,342,228,114,57,23
2733,1367,684,342,228,114,57,23
2734,1367,684,342,228,114,57,23
2735,1368,684,342,228,114,57,23
2736,1368,684,342,228,114,57,23
2737,1369,685,343,229,115,58,23
2738,1369,685,343,229,115,58,23
2739,1370,685,343,229,115,58,23
2740,1370,685,343,229,115,58,23
2741,1371,686,343,229,115,58,23
2742,1371,686,343,229,115,58,23
2743,1372,686,343,229,115,58,23
2744,1372,686,343,229,115,58,23
2745,1373,687,344,229,115,58,23
2746,1373,687,344,229,115,58,23
2747,1374,687,344,229,115,58,23
2748,1374,687,344,229,115,58,23
2749,1375,688,344,230,115,58,23
2750,1375,688,344,230,115,58,23
2751,1376,688,344,230,115,58,23
2752,1376,688,344,230,115,58,23
2753,1377,689,345,230,115,58,23
2754,1377,689,345,230,115,58,23
2755,1378,689,345,230,115,58,23
2756,1378,689,345,230,115,58,23
2757,1379,690,345,230,115,58,23
2758,1379,690,345,230,115,58,23
2759,1380,690,345,230,115,58,23
2760,1380,690,345,230,115,58,23
2761,1381,691,346,231,116,58,24
2762,1381,691,346,231,116,58,24
2763,1382,691,346,231,116,58,24
2764,1382,691,346,231,116,58,24
2765,1383,692,346,231,116,58,24
2766,1383,692,346,231,116,58,24
2767,1384,692,346,231,116,58,24
2768,1384,692,346,231,116,58,24
2769,1385,693,347,231,116,58,24
2770,1385,693,347,231,116,58,24
2771,1386,693,347,231,116,58,24
2772,1386,693,347,231,116,58,24
2773,1387,694,347,232,116,58,24
2774,1387,694,347,232,116,58,24
2775,1388,694,347,232,116,58,24
2776,1388,694,347,232,116,58,24
2777,1389,695,348,232,116,58,24
2778,1389,695,348,232,116,58,24
2779,1390,695,348,232,116,58,24
2780,1390,695,348,232,116,58,24
2781,1391,696,348,232,116,58,24
2782,1391,696,348,232,116,58,24
2783,1392,696,348,232,116,58,24
2784,1392,696,348,232,116,58,24
2785,1393,697,349,233,117,59,24
2786,1393,697,349,233,117,59,24
2787,1394,697,349,233,117,59,24
2788,1394,697,349,233,117,59,24
2789,1395,698,349,233,117,59,24
2790,1395,698,349,233,117,59,24
2791,1396,698,349,233,117,59,24
2792,1396,698,349,233,117,59,24
2793,1397,699,350,233,117,59,24
2794,1397,699,350,233,117,59,24
2795,1398,699,350,233,117,59,24
2796,1398,699,350,233,117,59,24
2797,1399,700,350,234,117,59,24
2798,1399,700,350,234,117,59,24
2799,1400,700,350,234,117,59,24
2800,1400,700,350,234,117,59,24
2801,1401,701,351,234,117,59,24
2802,1401,701,351,234,117,59,24
2803,1402,701,351,234,117,59,24
2804,1402,701,351,234,117,59,24
2805,1403,702,351,234,117,59,24
2806,1403,702,351,234,117,59,24
2807,1404,702,351,234,117,59,24
2808,1404,702,351,234,117,59,24
2809,1405,703,352,235,118,59,24
2810,1405,703,352,235,118,59,24
2811,1406,703,352,235,118,59,24
2812,1406,703,352,235,118,59,24
2813,1407,704,352,235,118,59,24
2814,1407,704,352,235,118,59,24
2815,1408,704,352,235,118,59,24
2816,1408,704,352,235,118,59,24
2817,1409,705,353,235,118,59,24
2818,1409,705,353,235,118,59,24
2819,1410,705,353,235,118,59,24
2820,1410,705,353,235,118,59,24
2821,1411,706,353,236,118,59,24
2822,1411,706,353,236,118,59,24
2823,1412,706,353,236,118,59,24
2824,1412,706,353,236,118,59,24
2825,1413,707,354,236,118,59,24
2826,1413,707,354,236,118,59,24
2827,1414,707,354,236,118,59,24
2828,1414,707,354,236,118,59,24
2829,1415,708,354,236,118,59,24
2830,1415,708,354,236,118,59,24
2831,1416,708,354,236,118,59,24
2832,1416,708,354,236,118,59,24
2833,1417,709,355,237,119,60,24
2834,1417,709,355,237,119,60,24
2835,1418,709,355,237,119,60,24
2836,1418,709,355,237,119,60,24
2837,1419,710,355,237,119,60,24
2838,1419,710,355,237,119,60,24
2839,1420,710,355,237,119,60,24
2840,1420,710,355,237,119,60,24
2841,1421,711,356,237,119,60,24
2842,1421,711,356,237,119,60,24
2843,1422,711,356,237,119,60,24
2844,1422,711,356,237,119,60,24
2845,1423,712,356,238,119,60,24
2846,1423,712,356,238,119,60,24
2847,1424,712,356,238,119,60,24
2848,1424,712,356,238,119,60,24
2849,1425,713,357,238,119,60,24
2850,1425,713,357,238,119,60,24
2851,1426,713,357,238,119,60,24
2852,1426,713,357,238,119,60,24
2853,1427,714,357,238,119,60,24
2854,1427,714,357,238,119,60,24
2855,1428,714,357,238,119,60,24
2856,1428,714,357,238,119,60,24
2857,1429,715,358,239,120,60,24
2858,1429,715,358,239,120,60,24
2859,1430,715,358,239,120,60,24
2860,1430,715,358,239,120,60,24
2861,1431,716,358,239,120,60,24
2862,1431,716,358,239,120,60,24
2863,1432,716,358,239,120,60,24
2864,1432,716,358,239,120,60,24
2865,1433,717,359,239,120,60,24
2866,1433,717,359,239,120,60,24
2867,1434,717,359,239,120,60,24
2868,1434,717,359,239,120,60,24
2869,1435,718,359,240,120,60,24
2870,1435,718,359,240,120,60,24
2871,1436,718,359,240,120,60,24
2872,1436,718,359,240,120,60,24
2873,1437,719,360,240,120,60,24
2874,1437,719,360,240,120,60,24
2875,1438,719,360,240,120,60,24
2876,1438,719,360,240,120,60,24
2877,1439,720,360,240,120,60,24
2878,1439,720,360,240,120,60,24
2879,1440,720,360,240,120,60,24
2880,1440,720,360,240,120,60,24
2881,1441,721,361,241,121,61,25
2882,1441,721,361,241,121,61,25
2883,1442,721,361,241,121,61,25
2884,1442,721,361,241,121,61,25
